2148.242662	2476.273631	2913.592254	2512.387251	2140.707014	2010.382547	2194.418676	2650.156	2255.56925	2030.539569	2162.756889	2330.002273	2669.37365	2764.495582	2093.757771	2779.371719	2489.506034	2137.859871	2405.745283	2908.528777	2222.544914	2617.64272	2120.129481	2445.322011	2679.54321	2888.592975	2995.256998	2288.039779	2495.982954	2688.179993	2541.664532	2756.448825	2670.494925	2029.837871	2289.244472	2490.530785	2693.196302	2022.973539	2967.06142	2949.305854	2169.953211	2391.905826	2109.655812	2175.240707	2973.305478	2953.636407	2771.582292	2715.194405	2966.793541	2232.996714	2286.72675	2942.029545	2077.79257	2319.243733	2507.615574	2949.083629	2861.503765	2586.175592	2239.948949	2382.627622	2914.733883	2857.668907	2736.445889	2673.321971
2540.285057	2917.546769	2293.316826	2782.871243	2569.725193	2161.108663	2580.28159	2145.10217	2657.232903	2719.733359	2158.363135	2963.452703	2103.092157	2560.934392	2318.094701	2471.38868	2176.932438	2327.726491	2744.560375	2179.737887	2397.750217	2447.596881	2601.540302	2427.26533	2153.840533	2263.023083	2182.14548	2651.974465	2571.302121	2132.298859	2921.46541	2757.226535	2857.001867	2717.097146	2561.329731	2958.057135	2217.146104	2284.619389	2580.263898	2838.668905	2607.357337	2259.104745	2418.336629	2719.90168	2852.576208	2952.502395	2069.267091	2278.214097	2564.101292	2464.326449	2486.458915	2946.812729	2805.384905	2555.803335	2710.263429	2947.955676	2796.902873	2781.881476	2625.454272	2216.853694	2026.219505	2437.651099	2839.840304	2987.8052
2530.721158	2788.573604	2549.599407	2319.251411	2565.094182	2317.433184	2525.183974	2385.212445	2942.427094	2799.520361	2693.008147	2325.21775	2047.609643	2186.925546	2781.865381	2401.489159	2064.350112	2250.941953	2680.911077	2459.330862	2028.711355	2545.535638	2908.909153	2614.539623	2873.259956	2291.466452	2652.896363	2146.520366	2905.452171	2720.441797	2630.316294	2728.6359	2442.403121	2165.211541	2325.414656	2282.529244	2154.81152	2726.448218	2708.202518	2918.35835	2479.771647	2294.151565	2360.87138	2489.138281	2797.594223	2840.861941	2393.065341	2071.941768	2862.372197	2200.019023	2696.419712	2996.583826	2535.523321	2637.683328	2908.382437	2752.994806	2169.144957	2841.655229	2858.535884	2485.394986	2025.009554	2213.625286	2963.193025	2334.841491
2122.438422	2768.829837	2110.0028	2770.204648	2506.774705	2894.067069	2356.131585	2819.530151	2262.954563	2482.675799	2772.995729	2607.776855	2866.408215	2023.376485	2250.13003	2465.584412	2512.402993	2977.024215	2268.427811	2444.964312	2320.81238	2731.437146	2033.76058	2017.526568	2321.052507	2195.371594	2186.234872	2454.979147	2713.30171	2977.260606	2341.463495	2884.068633	2757.558851	2502.535101	2502.251838	2235.586198	2934.871445	2399.052266	2378.352963	2777.412122	2711.554601	2600.268015	2867.704459	2852.385021	2868.107616	2257.566016	2218.802987	2940.430012	2328.56102	2338.418892	2044.501632	2829.868313	2124.675406	2039.321621	2673.022057	2213.293395	2119.247685	2819.076594	2304.154799	2306.87759	2826.434103	2979.936683	2904.381734	2231.285732
2434.183381	2498.695325	2909.119231	2751.676043	2387.182363	2060.08231	2003.746689	2597.585388	2846.41116	2955.250698	2456.975092	2998.691348	2463.501031	2962.343733	2977.704782	2898.298821	2941.935893	2287.558393	2181.631703	2548.890692	2820.892181	2893.354155	2415.536823	2198.264845	2459.422345	2654.310231	2828.610812	2183.784255	2110.500713	2944.846098	2467.577096	2931.822505	2259.803541	2525.419787	2885.990587	2845.173724	2317.440787	2343.876713	2641.043631	2252.271898	2688.791021	2650.913605	2049.051169	2039.556711	2606.428518	2630.826196	2546.714879	2542.225078	2546.702006	2130.693865	2698.555911	2723.481031	2973.405885	2915.74498	2761.549618	2081.296592	2028.825268	2889.629813	2306.528856	2923.150235	2809.190554	2256.260563	2374.454358	2057.129746
2323.901995	2741.945083	2550.063647	2592.830611	2007.40766	2064.960248	2069.145997	2864.642114	2115.863719	2030.032253	2396.995142	2124.82724	2479.129174	2895.924095	2317.285128	2196.930967	2707.687062	2166.887331	2526.691776	2169.154474	2866.125042	2506.428517	2975.211229	2695.671814	2707.864525	2463.035118	2528.881495	2623.314714	2944.106693	2928.698607	2470.644142	2655.776891	2692.587796	2799.651386	2576.028149	2823.989929	2981.15859	2626.187009	2361.809543	2997.071827	2066.059031	2574.467	2142.634209	2908.079987	2331.505169	2593.156492	2081.425634	2765.023164	2225.951168	2926.812643	2667.644941	2743.54791	2822.96044	2697.534298	2203.215046	2024.110205	2707.13949	2870.514128	2693.460303	2035.282529	2405.88199	2830.305544	2798.619605	2524.791709
2251.167818	2901.718929	2669.646447	2469.739041	2379.528568	2355.832962	2232.178877	2225.347004	2465.286183	2488.186005	2870.953816	2871.503644	2916.316234	2172.271147	2963.736436	2227.460986	2774.698488	2632.807292	2102.461267	2394.167011	2701.457231	2166.066533	2328.295564	2020.093142	2919.972891	2494.757005	2263.619388	2054.481577	2359.932001	2692.170024	2632.765387	2547.098067	2178.730204	2588.09545	2630.704139	2646.6839	2357.106041	2352.00743	2005.774239	2164.396454	2637.824993	2948.624526	2358.651297	2036.101084	2720.27001	2643.877567	2235.195646	2385.500585	2048.941757	2647.173335	2101.216725	2947.078152	2133.46542	2680.517437	2858.05212	2561.843674	2998.931283	2270.651893	2380.122449	2793.535884	2270.80325	2226.398263	2476.683907	2820.301778
2805.669187	2139.845233	2250.922778	2569.93751	2102.426551	2029.950843	2377.26387	2037.093431	2825.985167	2140.733944	2423.696478	2603.930116	2136.152792	2590.499254	2117.117173	2214.214499	2323.249077	2447.636196	2497.768934	2555.937879	2940.779222	2204.53146	2169.431276	2036.938902	2211.65486	2982.856706	2898.703039	2354.834752	2462.239708	2491.112829	2616.655595	2510.39099	2507.958257	2709.344111	2601.997806	2793.142361	2553.055818	2192.65299	2470.668603	2767.053172	2277.568007	2384.838855	2367.248962	2482.49559	2963.526478	2200.987671	2414.82844	2029.576248	2604.298653	2619.160135	2241.699919	2854.283766	2052.01529	2078.555325	2661.362042	2819.147043	2488.73778	2472.882093	2900.557495	2761.636087	2380.005892	2831.443412	2637.794911	2113.694392
2017.070936	2129.30319	2042.172025	2118.387577	2663.762864	2010.047313	2320.700449	2580.601606	2482.816561	2402.576722	2320.63505	2585.8257	2651.04689	2059.344744	2718.3802	2975.415261	2881.906688	2683.200286	2298.714573	2355.285014	2358.568422	2988.275757	2645.884214	2901.892751	2356.891035	2364.582726	2682.188935	2753.546899	2268.704363	2727.144569	2760.582148	2781.354362	2366.003184	2549.403559	2506.65994	2377.287853	2471.172829	2758.108815	2172.927438	2194.824575	2547.063972	2430.743386	2611.403134	2729.66036	2647.298261	2136.750606	2016.034299	2341.197862	2780.629945	2597.600321	2864.354635	2995.377091	2347.19419	2617.57136	2844.714463	2592.101976	2430.522994	2110.152047	2752.544146	2657.064305	2865.334023	2162.054915	2085.052663	2270.121967
2507.887481	2415.311443	2002.181843	2760.656355	2042.550095	2347.340677	2224.170708	2204.70626	2640.189171	2284.109147	2246.712357	2761.474445	2607.060406	2935.036073	2613.906406	2434.768308	2586.25352	2852.18237	2760.685274	2848.412707	2739.825958	2944.408337	2340.868524	2191.728531	2895.84199	2460.043394	2039.3786	2606.134004	2721.68534	2709.085993	2111.358139	2320.619474	2056.366611	2868.59405	2036.147585	2989.118431	2417.498467	2139.750415	2261.467075	2047.205211	2446.4849	2381.29572	2312.361316	2297.231241	2696.6278	2246.298989	2237.805869	2397.808594	2884.427149	2984.974079	2004.964627	2591.852558	2773.223871	2476.0652	2797.000562	2967.190858	2744.571555	2862.390147	2302.043252	2969.627603	2782.356675	2855.635433	2963.480108	2096.57821
